emotion,category,content
분노,comment,꿀 밤 오천 대
분노,comment,주먹이 운다 울어 
분노,comment,샌드백 삽니다
분노,comment,스트레스 해소방 가고 싶다
분노,comment,사자후
분노,comment,으아악!
분노,comment,아오 빡쳐
분노,comment,혈압 약 어딨어
분노,comment,뒷목 뻐근
분노,comment,손이 부들부들 떨림
분노,comment,입술 꽉 깨뭄
분노,comment,이 꽉 깨뭄 
분노,comment,얼굴 시뻘개짐
분노,comment,홍당무 됨
분노,comment,억까 레전드
분노,comment,억지 부리지 마
분노,comment,말이 안 통하네
분노,comment,홧병 예약
분노,comment,스트레스성 위염
분노,comment,두통 유발자
분노,comment,차단이 답
분노,comment,꼴도 보기 싫음
분노,comment,숨 쉬는 소리도 듣기 싫음
분노,comment,같은 공간에 있기 싫음
분노,comment,산소 아까워
분노,comment,밥맛 떨어진다
분노,comment,입맛 뚝 떨어짐
분노,comment,밥상 엎어!
분노,comment,책상 엎어!
분노,comment,다 집어치워
분노,comment,때려치우고 싶다
분노,comment,퇴사 마렵다
분노,comment,자퇴 마렵다
분노,comment,휴학각
분노,comment,잠수각
분노,comment,인간혐오 걸릴 듯
분노,comment,인류애 상실
분노,comment,세상이 왜 이래
분노,comment,흑화 완료
분노,comment,타락함
분노,comment,눈에는 눈 이에는 이
분노,comment,가만 안 둬
분노,comment,후회하게 만들어줌
분노,comment,사과해
분노,comment,석고대죄해라
분노,comment,각서 써라
분노,comment,반성문 써와
분노,comment,변명 하지 마
분노,comment,핑계 대지 마
분노,comment,남 탓 하지 마
분노,comment,뻔뻔함의 극치
분노,comment,양심 어디 갔냐
분노,comment,개념 밥 말아 먹음
분노,comment,무개념
분노,comment,뇌 우동사리
분노,comment,생각 좀 하고 살아라
분노,comment,뇌 필터 거치고 말해
분노,comment,필터링 없음
분노,comment,막말 작렬
분노,comment,언어 폭력
분노,comment,폭력 멈춰! 
분노,comment,비매너
분노,comment,진상
분노,comment,블랙리스트 추가
분노,comment,영구 차단 
분노,comment,아오 
분노,comment,씁... 
분노,comment,후... 
분노,comment,하... 
분노,comment,ㅡㅡ 
분노,act,심호흡 크게 하기
분노,act,찬물 한 잔 마시기
분노,act,얼음 씹어 먹기
분노,act,매운 떡볶이 시켜 먹기 
분노,act,불닭볶음면 끓여 먹기
분노,act,청양고추 팍팍 넣은 라면 먹기
분노,act,코인노래방 가기
분노,act,베개에 얼굴 묻고 소리 지르기
분노,act,인형 샌드백처럼 때리기 
분노,act,안 쓰는 종이 구겨서 쓰레기통에 던지기
분노,act,뽁뽁이 다 터뜨리기
분노,act,설거지 빡빡하기
분노,act,대청소 시작하기
분노,act,책상 정리 싹 하기
분노,act,전력 질주하기 
분노,act,등산 가서 야호 외치기
분노,act,한강 가서 자전거 타기 
분노,act,따릉이 타고 전력 질주
분노,act,킥복싱 영상 보고 따라 하기
분노,act,섀도우 복싱 하기
분노,act,찬물 세수하기 
분노,act,반신욕 하기
분노,act,목욕탕 가기
분노,act,사우나 가서 땀 빼기
분노,act,냉수마찰 하기
분노,act,얼음팩 찜질하기
분노,act,명상 음악 틀어놓고 눈 감기
분노,act,요가 동작 따라 하기
분노,act,스트레칭 쭉쭉 하기
분노,act,목 돌리기
분노,act,어깨 주무르기
분노,act,관자놀이 지압하기
분노,act,손바닥 지압하기
분노,act,발바닥 지압하기
분노,act,눈 감고 숫자 100부터 거꾸로 세기
분노,act,좋아하는 향수 뿌리기
분노,act,향초 켜고 불멍 하기 
분노,act,아로마 오일 냄새 맡기
분노,act,허브티 마시기
분노,act,따뜻한 우유 데워 마시기
분노,act,초콜릿 한 조각 먹기
분노,act,사탕 깨물어 먹기
분노,act,껌 씹기
분노,act,젤리 씹어 먹기
분노,act,오징어 씹기
분노,act,육포 뜯기
분노,act,갈비 뜯기
분노,act,치킨 닭다리 뜯기 
분노,act,과자 먹기
분노,act,탄산음료 마시기 
분노,act,맥주 한 캔 따기 
분노,act,시원한 아이스 아메리카노 마시기
분노,act,오이 씹어 먹기
분노,act,당근 씹어 먹기
분노,act,사과 껍질째 씹어 먹기 
분노,act,얼음물에 발 담그기
분노,act,선풍기 앞에서 아 소리 내기
분노,act,창문 활짝 열고 환기하기
분노,act,바람 쐬러 나가기
분노,act,옥상 올라가서 바람맞기
분노,act,하늘 사진 찍기 
분노,act,구름 모양 관찰하기
분노,act,지나가는 사람 구경하기
분노,act,이어폰 꽂고 락 음악 듣기 
분노,act,헤비메탈 듣기
분노,act,EDM 듣고 춤추기
분노,act,힙합 비트 듣기
분노,act,모바일 게임히기
분노,act,액션 영화 보기 
분노,act,영화 보기
분노,act,웃긴 예능 다시 보기
분노,act,개그 프로 모음집 보기
분노,act,유튜브에서 귀여운 고양이 검색하기
분노,act,강아지 영상 1시간 보기 
분노,act,아기 웃는 영상 보기
분노,act,동물원 영상 보기
분노,act,좋아하는 아이돌 직캠 보기
분노,act,최애 사진 보면서 마음 다스리기
분노,act,일기장에 욕 쓰기 
분노,act,연습장에 낙서 마구 하기
분노,act,펜으로 종이 까맣게 칠하기
분노,act,편지 쓰기
분노,act,나에게 쓰는 사과문
분노,act,감정 쓰레기통 앱에 글 쓰기
분노,act,친구한테 전화해서 하소연하기 
분노,act,단톡방에 나 지금 빡침 이라고 선언하기
분노,act,믿을 만한 친구 만나서 수다 떨기
분노,act,친구랑 맛집 가기
분노,act,디저트 카페 가서 케이크 먹기 
분노,act,마카롱 사 먹기
분노,act,탕후루 먹기
분노,act,엽기떡볶이 가장 매운맛 도전
분노,act,마라탕에 먹기
분노,act,장바구니에 사고 싶은 거 다 담기
분노,act,서점 가기
분노,act,만화 카페 가서 뒹굴거리기
분노,act,피시방 가기
분노,act,볼링장 가기
분노,act,야구 연습장 가서 배트 휘두르기 
분노,act,탁구 치기 
분노,act,배드민턴 치기 
분노,act,테니스 라켓 휘두르기
분노,act,스쿼시 벽 치기
분노,act,수영장 가서 물장구치기 
분노,act,물속에서 소리 지르기
분노,act,드라이브 나가기 
분노,act,고속도로 달리기
분노,act,바다 보러 가기 
분노,act,파도 소리 듣기
분노,act,모래사장에 글씨 쓰고 밟기
분노,act,돌멩이 멀리 던지기
분노,act,산 정상에서 야호!
분노,act,놀이공원 가서 롤러코스터 타기 
분노,act,바이킹 타면서 소리 지르기
분노,act,범퍼카 타고 부딪히기
분노,act,귀신의 집 들어가기
분노,act,오락실 펀치 기계 치기 
분노,act,두더지 잡기 게임 하기
분노,act,농구 게임 하기 
분노,act,인형 뽑기 기계 쳐다보기
분노,act,레고 조립하기 
분노,act,퍼즐 1000피스 맞추기
분노,act,컬러링북 색칠하기 
분노,act,뜨개질하기
분노,act,십자수 놓기
분노,act,비즈 공예 하기
분노,act,슬라임 만지기
분노,act,클레이로 무언가 만들기
분노,act,종이접기
분노,act,큐브 맞추기
분노,act,스도쿠 풀기
분노,act,가로세로 낱말퀴즈 풀기
분노,act,수학 문제 풀기
분노,act,역사 다큐멘터리 보기
분노,act,우주 다큐멘터리 보기
분노,act,심리학 책 읽기
분노,act,자기계발서 읽기
분노,act,성경 혹은 불경 필사하기
분노,act,108배 하기 
분노,act,교회나 절이나 성당 가서 기도하기
분노,act,쇼핑몰 장바구니 결제하기
분노,act,미용실 가서 머리 스타일 바꾸기 
분노,act,염색하기
분노,act,네일아트 받기 
분노,act,패디큐어 받기
분노,act,마사지 받으러 가기
분노,act,찜질방 가서 식혜 마시기
분노,act,수면 안대 쓰고 자기 
분노,act,암막 커튼 치고 자기
분노,act,귀마개 하고 세상 차단하기
분노,act,컴퓨터 바탕화면 정리하기
분노,act,이메일지우기
분노,act,그냥 멍 때리기
분노,act,벽 보고 서 있기
분노,act,스노우 앱으로 웃긴 얼굴 만들기
분노,act,틱톡 영상 찍기
분노,act,춤추는 영상 찍기
분노,act,달고나 커피 만들기
분노,act,설거지 그릇 닦기
분노,act,행주 꽉 짜기
분노,act,걸레질 빡빡하기
분노,act,화분에 물 주기 
분노,act,잡초 뽑기
분노,act,강아지 털 빗겨주기
분노,act,고양이 낚싯대 흔들어주기
분노,act,햄스터 쳇바퀴 구경하기
분노,act,물고기 어항 멍하니 보기 
분노,act,팔씨름하기 
분노,act,나 자신 칭찬하기 참느라 고생했다
분노,act,스스로 머리 쓰담쓰담 하기
분노,act,거울 속 나에게 괜찮아 말하기
분노,act,이 또한 지나가리라 세 번 외치기
분노,act,나는 보살이다 최면 걸기
분노,act,똥이 무서워서 피하냐 더러워서 피하지 생각하기
분노,song,방탄소년단 - MIC Drop
분노,song,방탄소년단 - 불타오르네
분노,song,방탄소년단 - 쩔어
분노,song,방탄소년단 - Not Today
분노,song,방탄소년단 - Dionysus
분노,song,Agust D (슈가) - 대취타
분노,song,블랙핑크 - Kill This Love
분노,song,블랙핑크 - Pretty Savage
분노,song,블랙핑크 - How You Like That
분노,song,블랙핑크 - 뚜두뚜두
분노,song,블랙핑크 - Pink Venom
분노,song,블랙핑크 - Shut Down
분노,song,2NE1 - 내가 제일 잘 나가
분노,song,2NE1 - Fire
분노,song,빅뱅 - 뱅뱅
분노,song,빅뱅 - 에라 모르겠다
분노,song,GD X TAEYANG - Good Boy
분노,song,지드래곤 - 삐딱하게
분노,song,지드래곤 - Bullshit (개소리)
분노,song,지드래곤 - Heartbreaker
분노,song,태양 - 링가 링가
분노,song,송민호 - 아낙네 
분노,song,송민호 - 도망가
분노,song,바비 - 연결고리
분노,song,아이콘 - 리듬 타
분노,song,아이콘 - 죽겠다
분노,song,아이콘 - 덤앤더머
분노,song,블락비 - H.E.R
분노,song,블락비 - Very Good
분노,song,블락비 - 닐리리맘보
분노,song,블락비 바스타즈 - 품행제로
분노,song,지코 - Okey Dokey
분노,song,지코 - 말해 Yes Or No
분노,song,지코 - 거북선
분노,song,스트레이 키즈 - 神메뉴
분노,song,스트레이 키즈 - 소리꾼
분노,song,스트레이 키즈 - Back Door
분노,song,스트레이 키즈 - MIROH
분노,song,스트레이 키즈 - Maniac
분노,song,에이티즈 - 멋
분노,song,세븐틴 - 손오공
분노,song,세븐틴 - HOT
분노,song,세븐틴 - HIT
분노,song,세븐틴 - 박수
분노,song,세븐틴 - 독 : Fear
분노,song,NCT 127 - 영웅
분노,song,NCT 127 - 질주
분노,song,NCT 127 - Cherry Bomb
분노,song,NCT U - Boss
분노,song,몬스타엑스 - Shoot Out
분노,song,몬스타엑스 - Alligator
분노,song,몬스타엑스 - Rush Hour
분노,song,EXO - Monster
분노,song,EXO - Obsession
분노,song,EXO - 늑대와 미녀
분노,song,동방신기 - 주문
분노,song,동방신기 - 왜
분노,song,샤이니 - Ring Ding Dong
분노,song,샤이니 - Lucifer
분노,song,비스트 - Fiction
분노,song,비스트 - Shock
분노,song,2PM - Heartbeat
분노,song,2PM - Hands Up
분노,song,인피니트 - 추격자
분노,song,인피니트 - 내꺼하자
분노,song,빅스 - 저주인형
분노,song,있지 (ITZY) - Wannabe
분노,song,있지 (ITZY) - 마.피.아. 
분노,song,있지 (ITZY) - Not Shy
분노,song,에스파 - Next Level
분노,song,에스파 - Savage
분노,song,에스파 - Black Mamba
분노,song,에스파 - Girls
분노,song,에스파 - 도깨비불
분노,song,(여자)아이들 - Tomboy
분노,song,(여자)아이들 - My Bag
분노,song,(여자)아이들 - 말리지 마
분노,song,르세라핌 - Antifragile
분노,song,르세라핌 - Unforgiven
분노,song,르세라핌 - Eve Psyche & The Bluebeard's wife
분노,song,아이브 - I AM
분노,song,제시 - 눈누난나
분노,song,제시 - 쎈언니
분노,song,제시 - 어떤X 
분노,song,제시 - Cold Blooded
분노,song,현아 - 빨개요
분노,song,현아 - 잘나가서 그래
분노,song,선미 - 가시나
분노,song,마마무 - 힙
분노,song,포미닛 - 미쳐
분노,song,포미닛 - 싫어
분노,song,비와이 - 가라사대
분노,song,창모 - 마에스트로
분노,song,머쉬베놈 - VVS
분노,song,호미들 - 사이렌
분노,song,매드클라운 - 화
분노,song,로꼬 - 무례하게
분노,song,사이먼 도미닉 - 사이먼 도미닉
분노,song,크러쉬 - Rush Hour
분노,song,자우림 - 하하하쏭
분노,song,체리필터 - 낭만 고양이
분노,song,버즈 - 가시
분노,song,장기하와 얼굴들 - 풍문으로 들었소
분노,song,장기하와 얼굴들 - 싸구려 커피
분노,song,장기하와 얼굴들 - 그건 니 생각이고
분노,song,에일리 - 보여줄게
분노,song,김건모 - 잘못된 만남
분노,song,서태지와 아이들 - 컴백홈
분노,song,H.O.T. - 전사의 후예
분노,song,하현우 - 돌덩이
분노,song,가호 - 시작
분노,song,미란이 먼치맨 굴젓 - VVS
분노,song,쇼미더머니 - 거북선
분노,song,에스파 - Supernova
분노,song,에스파 - Armageddon
분노,song,에스파 - Whiplash
분노,song,아이브 - Baddie
분노,song,르세라핌 - CRAZY
분노,song,르세라핌 - UNFORGIVEN
분노,song,(여자)아이들 - Super Lady
분노,song,(여자)아이들 - 퀸카 (Queencard)
분노,song,베이비몬스터 - SHEESH
분노,song,베이비몬스터 - DRIP
분노,song,키스오브라이프 - Bad News
분노,song,키스오브라이프 - Igloo
분노,song,엔믹스 - DASH
분노,song,엔믹스 - 별별별
분노,song,있지 (ITZY) - UNTOUCHABLE
분노,song,비비 - 나쁜X 
분노,song,제니 - Mantra
분노,song,리사 - ROCKSTAR
분노,song,전소미 - Fast Forward
분노,song,실리카겔 - Tik Tak Tok
분노,song,실리카겔 - NO PAIN
분노,song,이영지 - Smoke
분노,song,다이나믹 듀오 이영지 - Smoke Remix
분노,song,지코 - SPOT! (feat. JENNIE)
분노,song,지코 - 새삥 (New thing)
분노,song,부석순 - 파이팅 해야지 (Feat. 이영지)
분노,song,세븐틴 - 손오공
분노,song,스트레이 키즈 - 락
분노,song,스트레이 키즈 - 특
분노,song,스트레이 키즈 - Chk Chk Boom
분노,song,스트레이 키즈 - Megaverse
분노,song,에이티즈 - BOUNCY (K-HOT CHILLI PEPPERS)
분노,song,에이티즈 - 미친 폼 (Crazy Form)
분노,song,에이티즈 - WORK
분노,song,NCT 127 - 삐그덕 (Walk)
분노,song,NCT 127 - F Check (불가사의)
분노,song,NCT 127 - Ay-Yo
분노,song,라이즈 - Siren
분노,song,제로베이스원 - CRUSH (가시)
분노,song,보이넥스트도어 - Earth Wind & Fire
분노,song,엔하이픈 - Bite Me
분노,song,투모로우바이투게더 - Good Boy Gone Bad
