emotion,category,content
기쁨,comment,지렸다
기쁨,comment,오졌다
기쁨,comment,개꿀
기쁨,comment,쌉가능
기쁨,comment,쌉인정
기쁨,comment,레게노
기쁨,comment,우왕ㅋ굳ㅋ
기쁨,comment,킹왕짱
기쁨,comment,ㅋㅋㅋ
기쁨,comment,ㅎㅎㅎ
기쁨,comment,ㅋㅎㅋㅎ
기쁨,comment,룰루랄라
기쁨,comment,기분 좋아
기쁨,comment,키득키득
기쁨,comment,꺄르르
기쁨,comment,푸하하하
기쁨,comment,낄낄
기쁨,comment,쿄쿄
기쁨,comment,크킄
기쁨,comment,크크
기쁨,comment,달콤해
기쁨,comment,내 심장 책임져
기쁨,comment,귀여운 게 세상을 지배한다
기쁨,comment,밥 안 먹어도 배부름
기쁨,comment,내 통장 다 가져가
기쁨,comment,공돈 생겼다
기쁨,comment,야호
기쁨,comment,그린라이트
기쁨,comment,심쿵해
기쁨,comment,예뻐 보이네
기쁨,comment,콩닥콩닥 두근두근
기쁨,comment,첫눈에 반함
기쁨,comment,심장이 나대네
기쁨,comment,솔로 탈출
기쁨,comment,오늘 수업 휴강입니다
기쁨,comment,호캉스가 답이다
기쁨,comment,공기부터 다르네
기쁨,comment,인생샷 건짐
기쁨,comment,장학금 입금 완료
기쁨,comment,노는 게 제일 좋아
기쁨,comment,자유다! 도비는 자유예요
기쁨,comment,꿀자리
기쁨,comment,아브라카다브라
기쁨,comment,축제 라인업 대박
기쁨,comment,카르페 디엠
기쁨,comment,웃으면 복이 와요
기쁨,comment,긍정의 힘을 믿어요
기쁨,comment,피할 수 없으면 즐겨라
기쁨,comment,인생은 아름다워
기쁨,comment,행운의 여신이 윙크함
기쁨,comment,반짝반짝 빛나는 나의 미래
기쁨,comment,내가 좀 쩔긴 하지
기쁨,comment,근거 없는 자신감 충전 완료
기쁨,comment,주인공 등장
기쁨,comment,잘생긴/예쁜 게 최고야 짜릿해
기쁨,comment,역시 난 천재야
기쁨,comment,날씨 미쳤다
기쁨,comment,노을이 예술이다
기쁨,comment,눈사람 만들러 갈 사람
기쁨,comment,첫눈 온다
기쁨,comment,산책하기 딱 좋은 온도
기쁨,comment,앙 기모띠
기쁨,comment,종강
기쁨,comment,헤헤헤
기쁨,comment,여기가 지상낙원
기쁨,comment,히히
기쁨,comment,방긋
기쁨,comment,우와아아
기쁨,comment,꺄악
기쁨,comment,짝짝짝
기쁨,comment,심멎
기쁨,comment,나이스샷
기쁨,act,지금 기쁜 마음을 말로 표현하기
기쁨,act,“나 오늘 잘했어!” 말하기
기쁨,act,오늘 기분 한 단어로 적기
기쁨,act,웃는 표정 크게 지어보기
기쁨,act,현재 감정을 사진으로 기록하기
기쁨,act,행복 문장 한 줄 쓰기
기쁨,act,기쁜 일 한 줄 공유하기
기쁨,act,5초 동안 미소 유지
기쁨,act,감정 간단 메모 남기기
기쁨,act,감정 일기 매우 짧게 쓰기
기쁨,act,짧은 감정 스케치 남기기
기쁨,act,좋아하는 디저트 먹기
기쁨,act,간식 하나 허용
기쁨,act,5분 휴식 시간 보상으로 주기
기쁨,act,유튜브 5분 시청 허용
기쁨,act,귀여운 영상 하나 보기
기쁨,act,침대에 편하게 눕기
기쁨,act,좋아하는 음악 틀기
기쁨,act,오늘 셀카 하나 찍어서 저장
기쁨,act,게임 한 판
기쁨,act,창문 열어 상쾌한 공기 들이기
기쁨,act,좋아하는 냄새 맡기
기쁨,act,달달한 간식 먹기
기쁨,act,햇살 좋은 자리에서 쉬기
기쁨,act,잠깐 핸드폰 끄고 고요 즐기기
기쁨,act,파자마로 갈아입고 편하게 쉬기
기쁨,act,기분 좋은 노래로 방 분위기 바꾸기
기쁨,act,오늘 한 일 중 하나 칭찬하기
기쁨,act,나의 장점 하나 떠올리기
기쁨,act,오늘의 성취 하나 찾기
기쁨,act,작은 목표 달성 체크
기쁨,act,기쁜 감정이 생긴 이유 분석하기
기쁨,act,지금의 성장을 칭찬하는 문장 쓰기
기쁨,act,스스로에게 격려 메시지 보내기
기쁨,act,기쁜 순간을 만든 나의 행동 기록
기쁨,act,자신감 문장 말하기
기쁨,act,내가 영향 준 좋은 변화 떠올리기
기쁨,act,내 선택이 옳았던 점 말하기
기쁨,act,나에게 따뜻한 말 한 줄
기쁨,act,오늘의 작은 성공 축하하기
기쁨,act,어제보다 나아진 점 찾기
기쁨,act,셀프 미소 선물하기
기쁨,act,나의 가능성 떠올리기
기쁨,act,기쁜 순간을 다시 떠올려 재강화
기쁨,act,‘고생했어’ 말하기
기쁨,act,나를 위한 응원 메시지 떠올리기
기쁨,act,나의 수고를 포근하게 인정하기
기쁨,act,가장 좋아하는 노래에 맞춰 춤추기
기쁨,act,공원에서 신나는 음악 듣기
기쁨,act,친구들과 함께 스포츠 즐기기
기쁨,act,주변의 잔디밭이나 공터에서 뛰어놀기
기쁨,act,아침 일찍 일어나 좋아하는 길을 달리기
기쁨,act,활발한 리듬의 음악 들으며 청소하기
기쁨,act,동네 공원에서 가볍게 피크닉
기쁨,act,음악 틀고 드라이브 하기
기쁨,act,기쁜 소식 알리기
기쁨,act,반려동물과 함께 산책
기쁨,act,새로운 식물 키우기
기쁨,act,좋아하는 마사지하기
기쁨,act,휴식하기
기쁨,act,잠시 SNS 끊고 디지털 디톡스 시도하기
기쁨,act,좋아하는 영화나 드라마 정주행하기
기쁨,act,"잠자리에 들기 전, 긍정적인 생각만 하기"
기쁨,act,좋아하는 책이나 잡지 읽기
기쁨,act,과거의 실패를 긍정적으로 재해석하기
기쁨,act,자신의 행복을 방해하는 요소 제거하기
기쁨,act,침구류를 깨끗하게 세탁하고 정리하기
기쁨,act,방 안의 먼지를 꼼꼼하게 제거하기
기쁨,act,휴대폰 갤러리의 불필요한 사진 삭제하기
기쁨,act,서랍 속 잡동사니 분류하기
기쁨,act,집 주변 쓰레기 줍기
기쁨,act,책장 정리하기
기쁨,act,새로운 카페나 맛집 탐방하기
기쁨,act,새로운 취미 용품 구매하기
기쁨,act,여행 계획 세우기
기쁨,act,새로운 스타일로 화장 또는 헤어스타일 바꾸기
기쁨,act,퍼즐이나 레고 완성에 도전하기
기쁨,act,하루 종일 아무것도 하지 않는 날 정하기
기쁨,act,새로운 종류의 차나 커피 마셔보기
기쁨,act,지도를 펴고 가보고 싶은 곳 표시하기
기쁨,act,책을 읽고 독후감 간단히 작성하기
기쁨,act,미래의 나에게 편지 쓰기
기쁨,act,새로운 종류의 운동 도전하기
기쁨,act,새로운 종류의 간식 시도하기
기쁨,act,좋아하는 아이스크림 먹기
기쁨,act,부드러운 담요 덮고 휴식하기
기쁨,act,햇볕 잘 드는 곳에서 일광욕 하기
기쁨,act,좋아하는 옷 입고 외출하기
기쁨,act,시원한 탄산음료 마시며 영화 보기
기쁨,act,두피 마사지나 얼굴 마사지 하기
기쁨,act,좋아하는 꽃 향기 맡기
기쁨,act,부드러운 촉감의 물건 만지기
기쁨,act,따뜻한 우유 한 잔 마시기
기쁨,act,편안한 자세로 누워 천장 바라보기
기쁨,act,맛있는 케이크나 디저트 주문하기
기쁨,act,좋아하는 향의 바디워시로 샤워하기
기쁨,act,예쁜 잔에 음료 담아 마시기
기쁨,act,따뜻한 물수건으로 눈 찜질하기
기쁨,act,부드러운 재질의 옷 입기
기쁨,act,좋아하는 과일 먹기
기쁨,act,잠시 불 끄고 어둠 속에서 쉬기
기쁨,act,피부에 좋은 팩 하기
기쁨,act,침대에 누워있기
기쁨,act,핸드폰 보기
기쁨,act,낮잠자기
기쁨,act,친구와 만나서 수다떨기
기쁨,act,기쁨 나누기
기쁨,act,좋아하는 향의 입욕제로 거품 목욕하기
기쁨,act,발랄한 색상의 꽃을 사서 책상에 두기
기쁨,act,오랫동안 미뤄뒀던 프로젝트 완료하기
기쁨,act,어린 시절 즐겨 듣던 노래 찾아 듣기
기쁨,act,기분 좋은 날씨에 맞춰 옷 입기
기쁨,act,긍정적인 사람들의 명언 찾아 읽기
기쁨,act,나에게 힘이 되는 응원 영상 찾아보기
기쁨,act,짧게 여행 가기
기쁨,act,좋아하는 노래 듣기
기쁨,act,맛집 가서 식사하기
기쁨,song,aespa - Supernova
기쁨,song,IVE - I AM
기쁨,song,IVE - Kitsch
기쁨,song,IVE - Baddie
기쁨,song,IVE - After LIKE
기쁨,song,르세라핌 - EASY
기쁨,song,르세라핌 - Perfect Night
기쁨,song,르세라핌 - Smart
기쁨,song,뉴진스 - How Sweet
기쁨,song,뉴진스 - Super Shy
기쁨,song,뉴진스 - Hype Boy
기쁨,song,뉴진스 - Cool With You
기쁨,song,뉴진스 - Attention
기쁨,song,아일릿 - Magnetic
기쁨,song,아일릿 - Lucky Girl Syndrome
기쁨,song,TWS - 첫 만남은 계획대로 되지 않아
기쁨,song,TWS - Oh Mymy
기쁨,song,RIIZE - Love 119
기쁨,song,RIIZE - Get A Guitar
기쁨,song,RIIZE - Boom Boom Bass
기쁨,song,ITZY - CAKE
기쁨,song,ITZY - Wannabe
기쁨,song,ITZY - Loco
기쁨,song,ITZY - 달라달라
기쁨,song,STAYC - Teddy Bear
기쁨,song,STAYC - Bubble
기쁨,song,STAYC - ASAP
기쁨,song,NMIXX - DASH
기쁨,song,KISS OF LIFE - Sticky
기쁨,song,블랙핑크 - Pink Venom
기쁨,song,블랙핑크 - Shut Down
기쁨,song,블랙핑크 - DDU-DU DDU-DU
기쁨,song,블랙핑크 - FOREVER YOUNG
기쁨,song,레드벨벳 - Feel My Rhythm
기쁨,song,레드벨벳 - 빨간맛
기쁨,song,레드벨벳 - Rookie
기쁨,song,레드벨벳 - Queendom
기쁨,song,트와이스 - Alcohol-Free
기쁨,song,트와이스 - The Feels
기쁨,song,트와이스 - I CAN'T STOP ME
기쁨,song,세븐틴 - 음악의 신
기쁨,song,세븐틴 - MAESTRO
기쁨,song,세븐틴 - 손오공
기쁨,song,세븐틴 -아주 NICE
기쁨,song,세븐틴 - HOME;RUN
기쁨,song,투모로우바이투게더 - Blue Hour
기쁨,song,엔시티 드림 - Candy
기쁨,song,엔시티 드림 - Hot Sauce
기쁨,song,엔시티 드림 - Beatbox
기쁨,song,제로베이스원 - Feel the POP
기쁨,song,정국 - Seven
기쁨,song,정국 - Standing Next to You
기쁨,song,정국 - 3D
기쁨,song,지민 - Like Crazy
기쁨,song,청하 - Roller Coaster
기쁨,song,청하 - Sparkling
기쁨,song,현아 - Nabillera
기쁨,song,아이유 - 좋은 날
기쁨,song,볼빨간사춘기 - 여행
기쁨,song,볼빨간사춘기 - 썸 탈꺼야
기쁨,song,멜로망스 - 선물
기쁨,song,멜로망스 - 사랑인가봐
기쁨,song,악동뮤지션 - Love Lee
기쁨,song,악동뮤지션 - 200%
기쁨,song,악동뮤지션 - Give Love
기쁨,song,데이식스 - 한 페이지가 될 수 있게
기쁨,song,데이식스 - 예뻤어
기쁨,song,오마이걸 - Dun Dun Dance
기쁨,song,오마이걸 - 살짝 설렜어
기쁨,song,오마이걸 - 돌핀
기쁨,song,마마무 - 고고베베 (gogobebe)
기쁨,song,마마무 - HIP
기쁨,song,레드벨벳 - Rookie
기쁨,song,레드벨벳 - Ice Cream Cake
기쁨,song,트와이스 - YES or YES
기쁨,song,트와이스 - Dance The Night Away
기쁨,song,아이오아이 - 너무너무너무
기쁨,song,워너원 - Beautiful
기쁨,song,워너원 - 에너제틱 
기쁨,song,아이콘 - 사랑을 했다
기쁨,song,위너 - REALLY REALLY
기쁨,song,위너 - LOVE ME LOVE ME
기쁨,song,GOT7 - 딱 좋아
기쁨,song,세븐틴 - 박수
기쁨,song,있지 - WANNABE
