emotion,category,content
슬픔,song,아이유 - 이런 엔딩
슬픔,song,아이유 - 나만 몰랐던 이야기
슬픔,song,아이유 - 미아
슬픔,song,아이유 - 첫 이별 그날 밤
슬픔,song,아이유 - 겨울잠
슬픔,song,태연 - To. X
슬픔,song,태연 - Rain
슬픔,song,태연 - 만약에
슬픔,song,태연 - 놓아
슬픔,song,박재정 - 헤어지자 말해요
슬픔,song,박재정 - 좋았는데
슬픔,song,박재정 - 한 걸음
슬픔,song,성시경 - 너의 모든 순간
슬픔,song,성시경 - 거리에서
슬픔,song,성시경 - 두 사람
슬픔,song,성시경 - 아픈 나를
슬픔,song,DAY6 - 예뻤어
슬픔,song,DAY6 - 놓아 놓아 놓아
슬픔,song,DAY6 - 마치 흘러가는 바람처럼
슬픔,song,DAY6 - Zombie
슬픔,song,DAY6 - 아직 거기 살아
슬픔,song,DAY6 - 누군가 필요해
슬픔,song,DAY6 - 혼자야
슬픔,song,DAY6 - 겨울이 간다
슬픔,song,이무진 - 눈이 오잖아
슬픔,song,헤이즈 - 입술 (Feat. 10CM)
슬픔,song,헤이즈 - 비도 오고 그래서
슬픔,song,헤이즈 - 돌아오지마
슬픔,song,헤이즈 - 널 너무 모르고
슬픔,song,헤이즈 - 헤픈 우연
슬픔,song,헤이즈 - 멈춰있던 나의 세상
슬픔,song,헤이즈 - 미안해 미워해 사랑해
슬픔,song,10CM - 스토커
슬픔,song,10CM - 서울의 잠 못 이루는 밤
슬픔,song,10CM - 짝사랑
슬픔,song,멜로망스 - 고백
슬픔,song,멜로망스 - 동화
슬픔,song,멜로망스 - 짙어져
슬픔,song,멜로망스 - 욕심
슬픔,song,권진아 - 운이 좋았지
슬픔,song,권진아 - 끝
슬픔,song,권진아 - 위로
슬픔,song,권진아 - 진심이었던 사람만 바보가 돼
슬픔,song,권진아 - 뭔가 잘못됐어
슬픔,song,권진아 - 이별 뒷면
슬픔,song,권진아 - 오늘 뭐 했는지 말해봐
슬픔,song,권진아 - 잘 가
슬픔,song,정승환 - 너였다면
슬픔,song,정승환 - 이 바보야
슬픔,song,정승환 - 눈사람
슬픔,song,정승환 - 비가 온다
슬픔,song,정승환 - 보통의 하루
슬픔,song,정승환 - 언제라도 어디에서라도
슬픔,song,정승환 - 친구 그 오랜시간
슬픔,song,폴킴 - 너를 만나
슬픔,song,폴킴 - 모든 날 모든 순간
슬픔,song,폴킴 - 비
슬픔,song,폴킴 - 허전해
슬픔,song,폴킴 - 우리 만남이
슬픔,song,로이킴 - 헤어지자
슬픔,song,로이킴 - 우리 그만하자
슬픔,song,로이킴 - 그때 헤어지면 돼
슬픔,song,로이킴 - 살아가는 거야
슬픔,song,로이킴 - 북두칠성
슬픔,song,로이킴 - 봄이 와도
슬픔,song,윤하 - 기다리다
슬픔,song,윤하 - 우산
슬픔,song,윤하 - 비가 내리는 날에는
슬픔,song,윤하 - 먹구름
슬픔,song,윤하 - 오늘 헤어졌어요
슬픔,song,윤하 - 내 마음이 뭐가 돼
슬픔,song,윤하 - 별의 조각
슬픔,song,악동뮤지션 - 시간과 낙엽
슬픔,song,악동뮤지션 - 작별인사
슬픔,song,이하이 - 한숨
슬픔,song,이하이 - 홀로
슬픔,song,이하이 - 손을 잡아줘요
슬픔,song,이하이 - 그대가 해준 말
슬픔,song,에일리 - 첫눈처럼 너에게 가겠다
슬픔,song,거미 - 친구라도 될 걸 그랬어
슬픔,song,백지영 - 총 맞은 것처럼
슬픔,song,백지영 - 사랑 안 해
슬픔,song,백지영 - 그 여자
슬픔,song,백지영 - 거짓말이라도 해서 널 보고싶어
슬픔,song,다비치 - 8282 
슬픔,song,다비치 - 안녕이라고 말하지마
슬픔,song,다비치 - 너에게 못했던 내 마지막 말은
슬픔,song,다비치 - 미워도 사랑하니까
슬픔,song,다비치 - 편지
슬픔,song,다비치 - 지극히 사적인 얘기
슬픔,song,어반자카파 - 널 사랑하지 않아
슬픔,song,박효신 - 야생화
슬픔,song,박효신 - 눈의 꽃
슬픔,song,박효신 - 숨
슬픔,song,김범수 - 보고 싶다
슬픔,song,김범수 - 끝사랑
슬픔,song,김범수 - 지나간다
슬픔,song,김범수 - 하루
슬픔,song,김범수 - 활용법
슬픔,song,엠씨더맥스 - 그대가 분다
슬픔,song,엠씨더맥스 - 넘쳐흘러
슬픔,song,버즈 - 가시
슬픔,song,버즈 - 남자를 몰라
슬픔,song,버즈 - 겁쟁이
슬픔,song,임창정 - 내가 저지른 사랑
슬픔,song,하동균 - 기다릴게
슬픔,song,김연우 - 이별택시
슬픔,song,전상근 - 사랑이란 멜로는 없어
슬픔,song,전상근 - 아프지 않아도 돼
슬픔,song,임한별 - 이별하러 가는 길
슬픔,song,송하예 - 니 소식
슬픔,song,HYNN(박혜원) - 시든 꽃에 물을 주듯
슬픔,song,HYNN(박혜원) - 차가워진 이 바람엔 우리가 써있어
슬픔,song,경서 - 나의 X에게
슬픔,song,양다일 - 미안해
슬픔,song,양다일 - 고백
슬픔,song,정준일 - 안아줘
슬픔,song,정준일 - 고백
슬픔,song,정준일 - 첫 눈
슬픔,song,넬 - 기억을 걷는 시간
슬픔,song,넬 - 멀어지다
슬픔,song,규현 - 광화문에서
슬픔,song,규현 - 내 마음이 움찔했던 순간
슬픔,song,려욱 - 어린왕자
슬픔,song,종현 - 하루의 끝
슬픔,song,종현 - Lonely
슬픔,song,디오 - 괜찮아도 괜찮아
슬픔,song,디오 - 별 떨어진다
슬픔,song,첸 - 사월이 지나면 우리 헤어져요
슬픔,song,방탄소년단 - 전하지 못한 진심
슬픔,song,방탄소년단 - 봄날
슬픔,song,투모로우바이투게더 - 20cm
슬픔,song,이클립스 - 소나기
슬픔,song,최유리 - 숲
슬픔,song,너드커넥션 - 좋은 밤 좋은 꿈
