emotion,category,content
평온,comment,바람 부는 대로
평온,comment,구름이 흘러가듯이
평온,comment,나를 위한 시간
평온,comment,토닥토닥
평온,comment,쓰담쓰담
평온,comment,수고했어 오늘도
평온,comment,잘 자요
평온,comment,Good Night
평온,comment,Sweet Dreams
평온,comment,Peaceful
평온,comment,Relaxed
평온,act,책상 위의 물건을 종류별로 분류하기
평온,act,지저분한 케이블 선 정리하기
평온,act,먼지 쌓인 가전제품 물티슈로 닦기
평온,act,창문을 열어 집 안 공기 완전히 환기하기
평온,act,방의 커튼을 걷어 햇빛 들어오게 하기
평온,act,이메일 수신함을 정리하기
평온,act,바닥에 떨어진 작은 물건들 줍기
평온,act,방문 앞에 있는 불필요한 물건 치우기
평온,act,거울을 깨끗하게 닦기
평온,act,탁상 달력 넘기기
평온,act,손이 닿는 모든 곳을 깨끗하게 정리하기
평온,act,좋아하는 컵이나 그릇 세척하기
평온,act,오래된 필기구 정리하기
평온,act,마스크 팩 붙이고 가만히 누워있기
평온,act,마사지 기계 사용하기
평온,act,부드러운 담요나 인형 꼭 껴안기
평온,act,따뜻한 허브차 마시기
평온,act,자연의 소리 듣기
평온,act,일광욕 하기
평온,act,뜨뜻미지근한 물로 천천히 샤워하기
평온,act,따뜻한 우유 한 잔 마시기
평온,act,발을 따뜻한 물에 담그고 족욕하기
평온,act,눈을 감고 눈 주변 지그시 누르기
평온,act,스트레칭하기
평온,act,손으로 귀를 막고 아무 소리도 듣지 않기
평온,act,지금 이 순간에 집중하며 호흡하기
평온,act,억지로 생각하지 않고 생각을 흘려보내기
평온,act,아무도 방해하지 않는 고요한 공간 찾기
평온,act,잠시 휴대폰 끄고 고독 즐기기
평온,act,억지로 무언가를 하려고 하지 않기
평온,act,나의 행복을 위한 작은 계획 세우기
평온,act,주변 사람들에게 긍정적인 말 건네기
평온,act,기분이 좋아지는 문장 필사하기
평온,act,가벼운 스트레칭하며 몸의 긴장 풀기
평온,act,잠시 누워 천장 바라보기
평온,act,잠시 앉아 창밖 구경하기
평온,act,좋아하는 사람에게 안부 문자 보내기
평온,act,산책하며 주변의 작은 꽃 관찰하기
평온,act,숨을 들이쉬는 속도를 의식적으로 늦추기
평온,act,천천히 걷기
평온,act,정원에 앉아 바람 소리 듣기
평온,act,명상하며 시간을 잊어버리기
평온,act,손톱 다듬기
평온,act,레고 조립하기
평온,act,뜨개질이나 바느질하기
평온,act,같은 동작 반복해서 하기
평온,act,눈 깜빡이는 속도 조절하기
평온,act,부드러운 담요 덮고 휴식하기
평온,act,좋아하는 꽃 향기 맡기
평온,act,따뜻한 우유 한 잔 마시기
평온,act,좋아하는 향의 바디워시로 샤워하기
평온,act,편안한 슬리퍼 신고 집안 걷기
평온,act,따뜻한 팩으로 목에 온열감 주기
평온,act,이어폰으로 음악 듣기
평온,act,피부에 좋은 팩 하기
평온,act,좋아하는 재질의 인형 안고 있기
평온,act,좋아하는 옷으로 갈아입기
평온,act,산책하기
평온,act,방향제를 사서 뿌리기
평온,act,새로운 헤어스타일 시도하기
평온,act,친한 사람에게 전화 걸기
평온,act,나에게 편지 쓰기
평온,act,강아지나 고양이 쓰다듬기
평온,act,주변의 예쁜 꽃 사진 찍기
평온,act,하늘의 색깔 관찰하기
평온,act,노을 지는 모습 사진 찍기
평온,act,공원 벤치에 앉아 쉬기
평온,act,어린이들이 노는 모습 보기
평온,act,시장 구경하기
평온,act,감동적인 다큐멘터리 시청하기
평온,act,좋아하는 배우의 영화 다시 보기
평온,act,가족들에게 마사지 해주기
평온,act,친구에게 고맙다 말하기
평온,act,내일 입을 옷 미리 코디하기
평온,song,AKMU - 오랜 날 오랜 밤
평온,song,멜로망스 - You And I
평온,song,멜로망스 - 동화
평온,song,멜로망스 - 취기
평온,song,볼빨간사춘기 - Blue
평온,song,아이유 - 밤편지
평온,song,아이유 - 마음
평온,song,아이유 - 가을 아침
평온,song,아이유 - 나의 옛날 이야기
평온,song,아이유 - 미리 메리 크리스마스
평온,song,아이유 - 금요일에 만나요
평온,song,아이유 - 시간의 바깥
평온,song,정국 - Still With You
평온,song,정국 - Dreamers
평온,song,정국 - Left and Right
평온,song,뷔 - Rainy Days
평온,song,뷔 - Slow Dancing
평온,song,태연 - Fine
평온,song,레드벨벳 - Cool World
평온,song,있지 - Swipe
평온,song,NMIXX - Cool
평온,song,IVE - Lips
평온,song,IVE - Mine
평온,song,르세라핌 - Blue Flame
평온,song,르세라핌 - Impurities
평온,song,뉴진스 - New Jeans
평온,song,TWS - First Summer
평온,song,RIIZE - Get A Guitar
평온,song,(여자)아이들 - Drive
평온,song,세븐틴 - Darl+ing
평온,song,세븐틴 - Snap Shoot
평온,song,엔시티 드림 - Best Friend
평온,song,제로베이스원 - Our Season
평온,song,잔나비 - 여름밤에 우린
평온,song,잔나비 - 초록을 거머쥔 우리는
평온,song,윤하 - 오르트구름
평온,song,윤하 - 비가 내리는 날에는
평온,song,로꼬 - 감아
평온,song,크러쉬 - Beautiful
평온,song,헤이즈 - 비도 오고 그래서
평온,song,헤이즈 - And July
평온,song,혁오 - 위잉위잉
평온,song,너드커넥션 - 좋은 밤 좋은 꿈
평온,song,검정치마 - Everything
평온,song,카더가든 - 나무
평온,song,이무진 - 에피소드
평온,song,로이킴 - 봄봄봄
평온,song,폴킴 - 초록빛
평온,song,폴킴 - 안녕
평온,song,이하이 - 머리어깨무릎발
평온,song,백예린 - Square
평온,song,백예린 - 그건 아마 우리의 잘못은 아닐 거야
평온,song,백예린 - 산책
평온,song,백예린 - 물고기
평온,song,아이유 - 무릎
평온,song,아이유 - 아이와 나의 바다
평온,song,아이유 - 겨울잠
평온,song,아이유 - 자장가
평온,song,태연 - 11:11
평온,song,태연 - 제주도의 푸른 밤
평온,song,도경수 (D.O.) - 별 떨어진다
평온,song,도경수 (D.O.) - 괜찮아도 괜찮아
평온,song,도경수 (D.O.) - Somebody
평온,song,백현 - UN Village
평온,song,조이 - 안녕
평온,song,윤하 - 우산
평온,song,에픽하이 - 비 오는 날 듣기 좋은 노래
평온,song,10CM - 서랍
평온,song,10CM - 폰서트
평온,song,장범준 - 흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
평온,song,장범준 - 잠이 오질 않네요
평온,song,적재 - 별 보러 가자
평온,song,샘김 - Make Up
평온,song,비비 - 한강공원
평온,song,서리 (Seori) - 긴 밤
평온,song,우효 - 민들레
평온,song,우효 - 청춘
평온,song,치즈 - 이렇게 좋아해 본 적이 없어요
평온,song,김필 - 청춘
평온,song,빅나티 - 정이라고 하자 (Feat. 10CM)
평온,song,빅나티 - 사랑이라 믿었던 것들은
평온,song,오혁 - 소녀
평온,song,NewJeans - Hurt
평온,song,LE SSERAFIM - Sour Grapes
평온,song,IVE - Shine With Me
평온,song,NCT 127 - 윤슬 
평온,song,NCT DREAM - 북극성 
평온,song,EXO - 첫 눈
평온,song,EXO - 12월의 기적
평온,song,DAY6 - 뚫고 지나가요
평온,song,LUCY - 개화
평온,song,LUCY - 조깅
